_id,mountPerItem,itemNameAr,itemName,serviceId,categoryId
ObjectId(5cc05a56bc479a701d6c7d90),,بدلة باكستاني,Pakistani Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a72bc479a701d6c7d98),,بدلة باكستاني نشا,Pakistani Dress Starch,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd31d9e995ec374a542b081),,مقاس 4*5,Size 4*5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31dd5995ec374a542b152),,مقاس 4*6,Size 4*6,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31dfd995ec374a542b223),,مقاس 4*4,Size 4*4,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31eae995ec374a542b2f4),,مقاس 4*3,Size 4*3,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31f79995ec374a542b3c5),,مقاس 5*5,Size 5*5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31fc8995ec374a542b496),,مقاس 8*6,Size 8*6,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31feb995ec374a542b567),,مقاس 2*2,Size 2*2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd32007995ec374a542b638),,مقاس 2*10,Size 2*10,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd32991995ec374a542b755),,بدلة عسكرية,Military suit,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd329bb995ec374a542b827),,كرافيتة,Nick Tie,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd32a45995ec374a542b8f9),,ثوب,Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd32b10995ec374a542b9cb),,شماغ,Shemag,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd32bbb995ec374a542ba9d),,شورت,Short,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd57a05995ec374a542bb77),,عباية,Abaya,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57a7a995ec374a542bc49),,بلوزة,Blouse,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57b4a995ec374a542bd1b),,فستان مسائي,Evening Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57b88995ec374a542bded),,فستان عادي,Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57bb6995ec374a542bebf),,فستان قطعتين,Dress 2pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57c4d995ec374a542bf91),,جاكيت نسائي,Lady jacket,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57cba995ec374a542c063),,قميص نوم,Night Gown ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57cf5995ec374a542c135),," قميص نوم ",Night Gown ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57d44995ec374a542c207),,طرحة,Scarf,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57da9995ec374a542c2d9),,فستان حرير,Silk Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57e31995ec374a542c3ab),,عباية شاك,Special Abaya,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57ebc995ec374a542c47d),,تنورة تكسير,Plate Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57f30995ec374a542c54f),,تنورة,Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57fc7995ec374a542c621),,بيجاما حرير,Silk Pajama,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd5801c995ec374a542c6f3),,بيجاما قطعتين,Pajama 2Pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd58083995ec374a542c7c5),,فستان عروسة,Wedding Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd58126995ec374a542c897),,سروال داخلي قصير,Upants,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd58161995ec374a542c969),,سروال داخلي طويل,Upant,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd58226995ec374a542ca3b),,فانيلة داخلية,Ushirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd58296995ec374a542cb0d),,شراب,Socks,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd582cb995ec374a542cbdf),,بيجاما قطعتين,Pajama 2pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd582fd995ec374a542ccb1),,بيجاما حرير,Silk Pajama ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd5838d995ec374a542cd83),,مناشف صغير,Towel small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd583b9995ec374a542ce55),,مناشف كبيرة,Towel Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd58402995ec374a542cf27),,روب حمام,Bath Robe,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd584ec995ec374a542cff9),,مناشف كبيرة,Towel Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd5856a995ec374a542d0cb),,لحاف كبير,Comforter large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd585a2995ec374a542d19d),,لحاف صغير,Comforter Small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd585d8995ec374a542d26f),,بطانية كبيرة,Blanket Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd58629995ec374a542d341),,بطانية صغيرة,Blanket Small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd586a4995ec374a542d413),,لحاف مزخرف,Comforter special,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd58745995ec374a542d4e5),,شرشف كبير,Bed sheet large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd5875f995ec374a542d5b7),,شرشف صغير,Bed sheet small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd587c3995ec374a542d689),,وجة مخدة كبير,Pillow case large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd587d6995ec374a542d75b),,مخدة,Pillow ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd58836995ec374a542d82d),,ستائر,curtain,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cd588c5995ec374a542d8ff),,ستائر شيفون قطعة,Shere curtain 1pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cd58963995ec374a542d9d1),,بيشت,Besht,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd5898a995ec374a542daa3),,فروة,Farwah,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd589ba995ec374a542db75),,بالطو,Lab coat,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58a0f995ec374a542dc47),,قميص نشأ,Shirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58a83995ec374a542dd19),,ثوب صوف,Wool Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58abe995ec374a542ddeb),,اوفر كوت,Over coat,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58afb995ec374a542debd),,جاكيت,Jacet,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58bbc995ec374a542df8f),,جاكيت جلد طبيعي,Leather Jacket,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58be3995ec374a542e061),,جاكيت جلد صناعي,Leather Jacket,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58c12995ec374a542e133),,كنزة صوف,Sweater,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58c6e995ec374a542e205),,بدلة باكساني,Pakistani dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58ca0995ec374a542e2d7),," بدلة باكستاني نشأ",Pakistani dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58cd2995ec374a542e3a9),," بدلة باكستاني ",Pakistani dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2b4efb995ec374a542e98b),,طاقية رياضية,cap sports ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b5120995ec374a542ea62),,حمالة الصدر,Ladies Bra,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b51e0995ec374a542ead2),,نقاب,Nakab,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b523c995ec374a542eb42),,نقاب,Nakab,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b52db995ec374a542ec19),,نقاب,Nakab,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b8402995ec374a542ee06),,حقيبة مدرسية كبيرة,school bag large ,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b8437995ec374a542ee77),,حقيبة مدرسية صغيره,school bag small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b84b1995ec374a542eee8),,حقيبة جلد نسائية,Ladies Hand Bag Leather,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b85e6995ec374a542ef59),,حذاء قماش,shoes cloth,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b8653995ec374a542efca),,حذاءجلد,shoes leather,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b87bf995ec374a542f03b),,حقيبة نسائية عادية,Ladies Hand Bag Ordinary,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b87ea995ec374a542f0ac),,حقيبة نسائية خاصة,Ladies Hand Bag Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b8858995ec374a542f11d),,خمار,Muffler,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b88f8995ec374a542f18e),,طقم رياضي,Track Suit,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b892e995ec374a542f266),,طقم رياضي,Track Suit,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b894e995ec374a542f2d7),,طقم رياضي,Track Suit,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b8a14995ec374a542f3b6),,غطاء طاولة كبير,Table Cloth (Large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b8a37995ec374a542f427),,(غطاء طاولة (صغير,Table Cloth (small),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b8a53995ec374a542f498),,(غطاء طاولة (صغير,Table Cloth (small),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b8a7d995ec374a542f577),,(غطاء طاولة (كبير,Table Cloth (large),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b917f995ec374a542f656),,(شال (كبير,Shawl Large,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b91c3995ec374a542f6c7),,(شال (متوسط,Shawl Medium,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b91e5995ec374a542f738),,(شال (صغير,Shawl small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b9205995ec374a542f7a9),,(شال (صغير,Shawl small,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b9236995ec374a542f888),,(شال (متوسط,Shawl Medium,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b9255995ec374a542f967),,(شال (كبير,Shawl large,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b933f995ec374a542fa46),,فستان مطرز,Dress Embroidery,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b938e995ec374a542fab7),,فستان ثقيل مطرز,Dress Embroidery (Heavy),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b93c5995ec374a542fb28),,فستان خفيف مطرز,Dress Embroidery (Light),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b940a995ec374a542fb99),,فستان متوسط مطرز,Dress Embroidery (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9460995ec374a542fc0a),,فستان عادي مطرز,Dress Embroidery Ord,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9542995ec374a542fc7b),,(فستان عادي (كبير,DRESS ORDINARY (LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b95cb995ec374a542fcec),,(فستان للمناسبات والحفلات (ثقيل,Dress Party (Heavy),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9613995ec374a542fd5d),,فستان مطوي كامل,Dress Pleated (Full),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9644995ec374a542fdce),,فستان مطوي خفيف,Dress Pleated(Light),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9682995ec374a542fe3f),,فستان مطوي متوسط,Dress Pleated (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b96da995ec374a542feb0),,فستان زفاف خفيف,Dress Wedding (Light),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9708995ec374a542ff21),,فستان زفاف خفيف,Dress Wedding (Light),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9744995ec374a5430000),,فستان مطوي متوسط,Dress Pleated (Medium),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9787995ec374a54300df),,فستان مطوي خفيف,Dress Pleated (Light),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b97a6995ec374a54301be),,فستان مطوي كامل,Dress Pleated (Full),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b97e8995ec374a543029d),,(فستان للمناسبا والحفلات (ثقيل,Dress Party (Heavy),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b981a995ec374a543037c),,فستان كبير عادي,DRESS ORDINARY (LARGE),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b984d995ec374a543045b),,فستان عادي,DRESS ORDINARY ,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b98a9995ec374a543053a),,فستان مطرز ,Dress Embroidery ,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0bee995ec374a5430627),,ثوب أطفال,Thobe Child,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0c14995ec374a54306ff),,ثوب أطفال,Thobe Child,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0c2e995ec374a5430770),,ثوب أطفال,Thobe Child,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0cee995ec374a543084f),,عباية أطفال,Abayah Child,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0d0d995ec374a5430927),,عباية أطفال,Abayah Child,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0dd0995ec374a5430999),,فستان أطفال,Baby Frock,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0f76995ec374a5430a78),,فستان زواج كبير,Dress Wedding (Large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0fe4995ec374a5430ae9),,فستان زواج متوسط,Dress Wedding (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e100a995ec374a5430b5a),,(فستان زواج (متوسط,Dress Wedding (Medium),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1044995ec374a5430c39),,(فستان زواج (كبير,Dress Wedding (Large),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e108f995ec374a5430d18),,(فستان زفاف ثقيل( 3قطع,Dress Wedding Heavy ( 3 Pieces),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e10b3995ec374a5430df7),,(فستان زفاف ثقيل( 3قطع,Dress Wedding Heavy ( 3 Pieces),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1111995ec374a5430e68),,فستان زفاف ثقيل ,Dress Wedding Heavy,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e112a995ec374a5430ed9),,فستان زفاف ثقيل ,Dress Wedding Heavy,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e11c1995ec374a5430fb8),,(فستان زفاف ثقيل( 2قطع,DRESS WEDDING HEAVY (2 PIECES),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1233995ec374a5431097),,(فستان زفاف ثقيل( 2قطع,DRESS WEDDING HEAVY (2 PIECES),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1318995ec374a5431108),,مخدة ثقيلة,PILLOW (FEATHER),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2e1348995ec374a54311e0),,مخدة صغيرة,PILLOW (small),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2e138b995ec374a54312b8),,مخدة ثقيلة,PILLOW FEATHER,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2ebb42995ec374a543132f),,حذاء رياضي,Sport shoes,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2eb996995ec374a543132e)
ObjectId(5d2ebc4e995ec374a54313a0),,قفازات اليدين,Hand Gloves,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2ebc78995ec374a5431478),,قفازات اليدين,Hand Gloves,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2ebd58995ec374a54314ea),,غطاء سيارة,Car Cover,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d2ebefc995ec374a543155b),,طاقية رياضية,Cap sports,ObjectId(5e386580356b5248ec89b129),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d2ebf1a995ec374a5431633),,طاقية رياضية,Cap sports,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d2f7830995ec374a54316a4),,عباية خاصة,Abayah Silk / Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f786f995ec374a5431715),,عباية خاصة,Abayah Silk / Special,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f8c13995ec374a54317f4),,غطاء سرير,Bed Cover,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8c8a995ec374a5431865),,غطاء سرير كبير,Bed Cover Large,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8ccf995ec374a54318d6),,مفرش سرير صغير,Bedspread (small),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8d24995ec374a54319ae),,غطاء سرير صغير,Bed Cover Small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8ef2995ec374a5431a1f),,(انتشار السرير (إضافي كبير,BEDSPREAD (EXTRA LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8f69995ec374a5431a90),,فرش سرير,BEDSPREAD (FEATHER),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8fd1995ec374a5431b01),,(فرش سرير (ريشة,BEDSPREAD LARGE (FEATHER),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9028995ec374a5431b72),,مفرش سرسر خاص,Bedspread Large D/C Spl Pkg (Carton),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9092995ec374a5431be3),,فرش سرير وسط,Bedspread (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9122995ec374a5431c54),,(فرش سرير (خاص,BEDSPREAD LARGE D/C SPL PKG (CARTON) VIP,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f91a0995ec374a5431cc5),,(فرش (خاص,Bedspread Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f91ff995ec374a5431d36),,يشت صغير,Bisht Small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9241995ec374a5431da7),,يشت صغير,Bisht Small,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2f930a995ec374a5431e86),,بطانية إضافي كبير,BLANKET (EXTRA LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f9370995ec374a5431ef7),,(بطانية(وسط,Blanket Medium,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f93d5995ec374a5431f68),,(بطانية(خاصة,Blanket Special Pkg (Carton),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f9409995ec374a5431fd9),,بطانية خاصة,BLANKET SPECIAL PKG (CARTON) - VIP,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f94af995ec374a543204a),,بلوزة كبير,BLOUSE (LARGE),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f94d6995ec374a5432122),,بلوزة كبير,BLOUSE (LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9501995ec374a5432193),,بلوزة كبير,BLOUSE (LARGE),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9551995ec374a5432272),,بلوزة وسط,BLOUSE (MEDIUM),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f956e995ec374a543234a),,بلوزة وسط,BLOUSE (MEDIUM),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f958b995ec374a54323bb),,بلوزة وسط,BLOUSE (MEDIUM),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
