_id,amountPerItem,itemNameAr,itemName,serviceId,categoryId
ObjectId(5bc467cfde51373d690b8762),5,كنزه صوف كم طويل,Sweater (Full Sleeve),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc467ebde51373d690b876d),3.5,ثوب,Thob,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc467f1de51373d690b8778),40,سجاد حرير,Silk Carpet,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc467ffde51373d690b8783),5,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46805de51373d690b878e),6,مناشف كبيرة,Towel Large,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc4680bde51373d690b8799),35,فستان حرير,Silk Dress,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc4681cde51373d690b87a4),5,مناشف صغير,Towel Small,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46829de51373d690b87af),15,بيجاما حرير,Silk Pajama,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46833de51373d690b87ba),3.5,بنطلون,Trouser,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46833de51373d690b87c5),10,بدلة باكستاني,Pakistani Dress Starch,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc4684cde51373d690b87d0),3.5,تيشرت,Tshirt,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46866de51373d690b87db),1,سروال داخلي قصير,Upants,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46876de51373d690b87e6),8,بدلة باكستاني,Pakistani Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc4687bde51373d690b87f1),10,تنورة,Skirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46896de51373d690b87fc),1,شراب,Socks,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc4689bde51373d690b8807),1,سروال داخلي طويل,Upant,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc468b5de51373d690b8812),25,عباية شاك,Special Abaya,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc468c2de51373d690b881d),1.5,وجة مخدة,Pillow Case,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5bc468c5de51373d690b8828),1,فانيلة داخلي,Ushirt,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc468d2de51373d690b8833),180,فستان خاص شك,Special Dress,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc468dade51373d690b883e),3.5,صديري,Vest,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc468f2de51373d690b8849),15.5,بدلة قطعتين,Suit 2 pcs,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc468f4de51373d690b8854),300,فستان عروسة,Wedding Dress,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46913de51373d690b885f),4,غطرة صوف,Wool Ghutra,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46913de51373d690b886a),28,بدلة ثلاث قطع,Suit 3 pcs,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc4691bde51373d690b8875),7,مخدة,Pillow,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5bc4692bde51373d690b8880),4.5,ثوب صوف,Wool Thob,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46930de51373d690b888b),1,كنزة صوف,Sweater,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc4694fde51373d690b8896),18,تنورة تكسير,Plate Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46950de51373d690b88a1),6.5,ثوب,Thob,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc4696fde51373d690b88ac),6,مناشف كبيرة,Towel Large,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46971de51373d690b88b7),10,سجاد عادي,Regular Carpet,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc46994de51373d690b88c2),4,مناشف صغير,Towel Small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc4699dde51373d690b88cd),8,طرحة,Scarf,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc469adde51373d690b88d8),5.5,بنطلون,Trouser,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc469cfde51373d690b88e3),3.5,شماغ,Shemag,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc469d6de51373d690b88ee),4.5,تيشرت,Tshirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc469f0de51373d690b88f9),3.5,سروال داخلي قصير,Upants,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46a0dde51373d690b8904),10,ستائر شيفون,Shere Curtain,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5bc46a0ede51373d690b890f),3.5,سروال داخلي,Upant,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46a2cde51373d690b891a),4.5,قميص,Shirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46a30de51373d690b8925),2,فانيلة داخلي,Ushirt,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46a48de51373d690b8930),5.5,صديري,Vest,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46a4fde51373d690b893b),5,قميص نشا,Shirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46a64de51373d690b8946),500,فستان عروسة,Wedding Dress,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46a76de51373d690b8951),3,بنطلون نصف شورت,Short,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46a7ede51373d690b895c),5.5,غطرة صوف,Wool Ghutra,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46aa5de51373d690b8967),8.5,ثوب صوف,Wool Thob,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46aaede51373d690b8972),40,سجاد حرير,Silk Carpet,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5bc46ae3de51373d690b897d),35,فستان حرير,Silk Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46b08de51373d690b8988),15,بيجاما حرير,Silk Pajama,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46b35de51373d690b8993),9.5,تنورة,Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46b52de51373d690b899e),1,شراب,Socks,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46b78de51373d690b89a9),20,عباية شاك,Special Abaya,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46c00de51373d690b89b4),180,فستان خاص شك,Special Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46c29de51373d690b89bf),7,بدلة قطعتين,Suit 2 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46c58de51373d690b89ca),28,بدلة ثلاث قطع,Suit 3 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46c7cde51373d690b89d5),16,كنزة صوف,Sweater,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46c96de51373d690b89e0),4,ثوب,Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46cc5de51373d690b89eb),3,مناشف كبيرة,Towel Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46d05de51373d690b89f6),2,مناشف صغير,Towel Small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5bc46d32de51373d690b8a01),5.5,بنطلون,Trouser,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46d51de51373d690b8a0c),4.5,تيشرت,Tshirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46d7dde51373d690b8a17),1.5,سروال داخلي قصير,Upants,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46da6de51373d690b8a22),2,سروال داخلي,Upant,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46dd1de51373d690b8a2d),1.5,فانيلة داخلي,Ushirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5bc46df8de51373d690b8a38),5.5,صديري,Vest,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5bc46e21de51373d690b8a43),400,فستان عروسة,Wedding Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5bc46e78de51373d690b8a4e),4,غطرة صوف,Wool Ghutra,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5bc46eb1de51373d690b8a59),4,ثوب صوف,Wool Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5c8695bae7f95910bd05fb34),10,عباية,Abaya,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5c8a0703e7f95910bd05fc02),1,مرحبا,test,ObjectId(5c8a04dde7f95910bd05fc00),
ObjectId(5c8a4b1d102fcb3647364539),1,كاب,cap,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5c8a4b97102fcb364736453c),6,كاب,cap,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5c8a5597102fcb364736453f),0.06,قطعة,jg,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5cab26c902b2046b5156bdb8),100,dfsf,test,ObjectId(5c8692efe7f95910bd05fb32),
ObjectId(5cc03d84bc479a701d6c7553),23,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc03d99bc479a701d6c7613),23,بيجاما حرير,Silk Pajama,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc03ec6bc479a701d6c76d3),23,بطانية كبيرة,Blanket Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc04617bc479a701d6c7793),22,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc0462ebc479a701d6c77ad),22,بيجاما حرير,Silk Pajama,ObjectId(5bacc2c17d1a7123248782f7),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc04e80bc479a701d6c784b),3.5,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc04e96bc479a701d6c7916),23,بيجاما حرير,Silk Pajama,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc04ef9bc479a701d6c79e1),13,مخدة,Pillow,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc05085bc479a701d6c7aac),9,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc050a0bc479a701d6c7b1e),24,بيجاما حرير,Silk Pajama,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc051a0bc479a701d6c7b90),12,ثوب,Thob,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc051c0bc479a701d6c7b98),23,شماغ,Shemag,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc051d8bc479a701d6c7ba0),22,غترة,Ghutra,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc051f3bc479a701d6c7ba8),12,طاقية,Cap,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc05215bc479a701d6c7bb0),11,بدلة عسكرية,Military Suit,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc0523cbc479a701d6c7bb8),23,بنطلون,Trouser,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc05256bc479a701d6c7bc0),22,شورت,Short,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc0526dbc479a701d6c7bc8),11,قميص,Shirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc05284bc479a701d6c7bd0),21,تيشرت,Tshirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc0529ebc479a701d6c7bd8),23,بدلة قطعتين,Suit 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc052b8bc479a701d6c7be0),12,بدلة ثلاث قطع,Suit 3 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc052d4bc479a701d6c7be8),13,كرافيتة,Nick Tie,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc052f4bc479a701d6c7bf0),12,صديري,Vest,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cc053dabc479a701d6c7bf8),25,عباية,Abaya,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc053f1bc479a701d6c7c00),25,عباية ملونة,Special Abaya,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0541cbc479a701d6c7c08),34,طرحة,Scarf,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05435bc479a701d6c7c10),22,بلوزة,Blouse,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05447bc479a701d6c7c18),22,تنورة,Skirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0545fbc479a701d6c7c20),25,تنورة تكسير,Plate Skirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05473bc479a701d6c7c28),12,فستان,Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0548abc479a701d6c7c30),22,فستان قطعتين,Dress 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054a0bc479a701d6c7c38),24,فستان مسائية,Evening Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054bbbc479a701d6c7c40),21,فستان حرير,Silk Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054d1bc479a701d6c7c48),37,فستان عروسة,Wedding Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054e7bc479a701d6c7c50),35,فستان خاص شك,Special Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc054febc479a701d6c7c58),22,جاكيت نسائي,Lady Jacket,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05517bc479a701d6c7c60),21,قميص نوم,Night Gown 1 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0552fbc479a701d6c7c68),24,قميص نوم قطعتين,Night Gown 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05546bc479a701d6c7c70),22,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc0555bbc479a701d6c7c78),15,بيجاما حرير,Silk Pajama,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cc05611bc479a701d6c7c80),23,فانيلة داخلي,Ushirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc05628bc479a701d6c7c88),22,سروال داخلي,Upant,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc0563fbc479a701d6c7c90),25,سروال داخلي قصير,Upants,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc0565abc479a701d6c7c98),39,بيجاما قطعتين,Pajama 2 pcs,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc05672bc479a701d6c7ca0),22,بيجاما حرير,Silk Pajama,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc05692bc479a701d6c7ca8),24,شراب,Socks,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cc056bbbc479a701d6c7cb0),22,مناشف صغير,Towel Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cc056d7bc479a701d6c7cb8),12,مناشف كبيرة,Towel Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cc056fcbc479a701d6c7cc0),23,روب حمام,Bath Robe,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cc057c2bc479a701d6c7cc8),13,بطانية صغيرة,Blanket Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc057ddbc479a701d6c7cd0),25,بطانية كبيرة,Blanket Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc057f2bc479a701d6c7cd8),22,لحاف صغير,Comforter Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc0580cbc479a701d6c7ce0),28,لحاف كبير,Comforter Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc05821bc479a701d6c7ce8),30,لحاف مزخرف,Comforter Special,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cc05842bc479a701d6c7cf0),20,شرشف صغير,Bed Sheet Small,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc05857bc479a701d6c7cf8),27,شرشف كبير,Bed Sheet Large,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc0586bbc479a701d6c7d00),15,وجة مخدة,Pillow Case,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc05880bc479a701d6c7d08),14,مخدة,Pillow,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cc0589fbc479a701d6c7d10),15,ستائر,Curtain,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cc058b8bc479a701d6c7d18),20,ستائر شيفون,Shere Curtain,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cc058ddbc479a701d6c7d20),15,سجاد عادي,Regular Carpet,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cc058f2bc479a701d6c7d28),23,سجاد صيني,China Carpet,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cc05907bc479a701d6c7d30),27,سجاد حرير,Silk Carpet,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cc05949bc479a701d6c7d38),22,ثوب صوف,Wool Thob,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc0595fbc479a701d6c7d40),24,غترة صوف,Wool Ghutra,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05975bc479a701d6c7d48),12,قميص نشا,Shirt,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc0598ebc479a701d6c7d50),25,كنزة صوف,Sweater,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059a2bc479a701d6c7d58),26,جاكيت,Jacket,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059c9bc479a701d6c7d60),27,جاكيت جلد طبيعي,Leather Jacket Normal,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059dfbc479a701d6c7d68),25,جاكيت جلد صناعي,Leather Jacket,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc059f4bc479a701d6c7d70),15,بشت,Besht,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a0cbc479a701d6c7d78),17,فروة,Farwah,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a22bc479a701d6c7d80),18,بالطو,Lab Coat,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a38bc479a701d6c7d88),27,اوفر كوت,Over Coat,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a56bc479a701d6c7d90),36,بدلة باكستاني,Pakistani Dress,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cc05a72bc479a701d6c7d98),40,بدلة باكستاني نشا,Pakistani Dress Starch,ObjectId(5c8692efe7f95910bd05fb32),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd31d9e995ec374a542b081),200,مقاس 4*5,Size 4*5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31dd5995ec374a542b152),240,مقاس 4*6,Size 4*6,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31dfd995ec374a542b223),160,مقاس 4*4,Size 4*4,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31eae995ec374a542b2f4),120,مقاس 4*3,Size 4*3,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31f79995ec374a542b3c5),250,مقاس 5*5,Size 5*5,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31fc8995ec374a542b496),400,مقاس 8*6,Size 8*6,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd31feb995ec374a542b567),40,مقاس 2*2,Size 2*2,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd32007995ec374a542b638),200,مقاس 2*10,Size 2*10,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b44bc479a701d6c754b)
ObjectId(5cd32991995ec374a542b755),6,بدلة عسكرية,Military suit,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd329bb995ec374a542b827),4,كرافيتة,Nick Tie,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd32a45995ec374a542b8f9),4.5,ثوب,Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd32b10995ec374a542b9cb),3.5,شماغ,Shemag,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5cd32bbb995ec374a542ba9d),3.5,شورت,Short,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
