_id,amountPerItem,itemNameAr,itemName,serviceId,categoryId
ObjectId(5cd57a05995ec374a542bb77),15.5,عباية,Abaya,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57a7a995ec374a542bc49),10,بلوزة,Blouse,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57b4a995ec374a542bd1b),75,فستان مسائي,Evening Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57b88995ec374a542bded),20,فستان عادي,Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57bb6995ec374a542bebf),25,فستان قطعتين,Dress 2pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57c4d995ec374a542bf91),15.5,جاكيت نسائي,Lady jacket,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57cba995ec374a542c063),10,قميص نوم,Night Gown ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57cf5995ec374a542c135),10," قميص نوم ",Night Gown ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57d44995ec374a542c207),5.5,طرحة,Scarf,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57da9995ec374a542c2d9),35,فستان حرير,Silk Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57e31995ec374a542c3ab),20,عباية شاك,Special Abaya,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57ebc995ec374a542c47d),18,تنورة تكسير,Plate Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57f30995ec374a542c54f),10,تنورة,Skirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd57fc7995ec374a542c621),15,بيجاما حرير,Silk Pajama,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd5801c995ec374a542c6f3),7,بيجاما قطعتين,Pajama 2Pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd58083995ec374a542c7c5),400,فستان عروسة,Wedding Dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5cd58126995ec374a542c897),2,سروال داخلي قصير,Upants,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd58161995ec374a542c969),2,سروال داخلي طويل,Upant,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd58226995ec374a542ca3b),2,فانيلة داخلية,Ushirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd58296995ec374a542cb0d),1,شراب,Socks,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd582cb995ec374a542cbdf),6.5,بيجاما قطعتين,Pajama 2pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd582fd995ec374a542ccb1),15,بيجاما حرير,Silk Pajama ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a3dbc479a701d6c7546)
ObjectId(5cd5838d995ec374a542cd83),3.5,مناشف صغير,Towel small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd583b9995ec374a542ce55),6,مناشف كبيرة,Towel Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd58402995ec374a542cf27),14,روب حمام,Bath Robe,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd584ec995ec374a542cff9),5.5,مناشف كبيرة,Towel Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ab6bc479a701d6c7547)
ObjectId(5cd5856a995ec374a542d0cb),25,لحاف كبير,Comforter large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd585a2995ec374a542d19d),15,لحاف صغير,Comforter Small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd585d8995ec374a542d26f),25,بطانية كبيرة,Blanket Large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd58629995ec374a542d341),15,بطانية صغيرة,Blanket Small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd586a4995ec374a542d413),30,لحاف مزخرف,Comforter special,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5cd58745995ec374a542d4e5),8,شرشف كبير,Bed sheet large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd5875f995ec374a542d5b7),5,شرشف صغير,Bed sheet small,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd587c3995ec374a542d689),5.5,وجة مخدة كبير,Pillow case large,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd587d6995ec374a542d75b),5.5,مخدة,Pillow ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5cd58836995ec374a542d82d),20,ستائر,curtain,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cd588c5995ec374a542d8ff),10,ستائر شيفون قطعة,Shere curtain 1pcs,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b16bc479a701d6c754a)
ObjectId(5cd58963995ec374a542d9d1),50,بيشت,Besht,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd5898a995ec374a542daa3),25,فروة,Farwah,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd589ba995ec374a542db75),5.5,بالطو,Lab coat,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58a0f995ec374a542dc47),9,قميص نشأ,Shirt,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58a83995ec374a542dd19),6.5,ثوب صوف,Wool Thob,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58abe995ec374a542ddeb),20,اوفر كوت,Over coat,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58afb995ec374a542debd),10,جاكيت,Jacet,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58bbc995ec374a542df8f),250,جاكيت جلد طبيعي,Leather Jacket,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58be3995ec374a542e061),150,جاكيت جلد صناعي,Leather Jacket,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58c12995ec374a542e133),16,كنزة صوف,Sweater,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58c6e995ec374a542e205),8,بدلة باكساني,Pakistani dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58ca0995ec374a542e2d7),5," بدلة باكستاني نشأ",Pakistani dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5cd58cd2995ec374a542e3a9),3," بدلة باكستاني ",Pakistani dress,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2b4efb995ec374a542e98b),2,طاقية رياضية,cap sports ,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b5120995ec374a542ea62),3,حمالة الصدر,Ladies Bra,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b51e0995ec374a542ead2),5.5,نقاب,Nakab,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b523c995ec374a542eb42),5.5,نقاب,Nakab,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b52db995ec374a542ec19),2,نقاب,Nakab,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b8402995ec374a542ee06),30,حقيبة مدرسية كبيرة,school bag large ,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b8437995ec374a542ee77),25,حقيبة مدرسية صغيره,school bag small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b84b1995ec374a542eee8),30,حقيبة جلد نسائية,Ladies Hand Bag Leather,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b85e6995ec374a542ef59),20,حذاء قماش,shoes cloth,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b8653995ec374a542efca),20,حذاءجلد,shoes leather,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b87bf995ec374a542f03b),20,حقيبة نسائية عادية,Ladies Hand Bag Ordinary,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b87ea995ec374a542f0ac),40,حقيبة نسائية خاصة,Ladies Hand Bag Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2b82e0995ec374a542ee04)
ObjectId(5d2b8858995ec374a542f11d),3,خمار,Muffler,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b88f8995ec374a542f18e),6,طقم رياضي,Track Suit,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b892e995ec374a542f266),8,طقم رياضي,Track Suit,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b894e995ec374a542f2d7),4,طقم رياضي,Track Suit,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b8a14995ec374a542f3b6),10,غطاء طاولة كبير,Table Cloth (Large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b8a37995ec374a542f427),8,(غطاء طاولة (صغير,Table Cloth (small),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b8a53995ec374a542f498),4,(غطاء طاولة (صغير,Table Cloth (small),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b8a7d995ec374a542f577),5,(غطاء طاولة (كبير,Table Cloth (large),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2b917f995ec374a542f656),8,(شال (كبير,Shawl Large,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b91c3995ec374a542f6c7),4,(شال (متوسط,Shawl Medium,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b91e5995ec374a542f738),3,(شال (صغير,Shawl small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b9205995ec374a542f7a9),2,(شال (صغير,Shawl small,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b9236995ec374a542f888),3,(شال (متوسط,Shawl Medium,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b9255995ec374a542f967),5,(شال (كبير,Shawl large,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2b933f995ec374a542fa46),25,فستان مطرز,Dress Embroidery,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b938e995ec374a542fab7),100,فستان ثقيل مطرز,Dress Embroidery (Heavy),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b93c5995ec374a542fb28),60,فستان خفيف مطرز,Dress Embroidery (Light),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b940a995ec374a542fb99),75,فستان متوسط مطرز,Dress Embroidery (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9460995ec374a542fc0a),30,فستان عادي مطرز,Dress Embroidery Ord,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9542995ec374a542fc7b),20,(فستان عادي (كبير,DRESS ORDINARY (LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b95cb995ec374a542fcec),100,(فستان للمناسبات والحفلات (ثقيل,Dress Party (Heavy),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9613995ec374a542fd5d),90,فستان مطوي كامل,Dress Pleated (Full),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9644995ec374a542fdce),40,فستان مطوي خفيف,Dress Pleated(Light),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9682995ec374a542fe3f),60,فستان مطوي متوسط,Dress Pleated (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b96da995ec374a542feb0),200,فستان زفاف خفيف,Dress Wedding (Light),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9708995ec374a542ff21),50,فستان زفاف خفيف,Dress Wedding (Light),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9744995ec374a5430000),30,فستان مطوي متوسط,Dress Pleated (Medium),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b9787995ec374a54300df),25,فستان مطوي خفيف,Dress Pleated (Light),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b97a6995ec374a54301be),50,فستان مطوي كامل,Dress Pleated (Full),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b97e8995ec374a543029d),50,(فستان للمناسبا والحفلات (ثقيل,Dress Party (Heavy),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b981a995ec374a543037c),7,فستان كبير عادي,DRESS ORDINARY (LARGE),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b984d995ec374a543045b),7,فستان عادي,DRESS ORDINARY ,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2b98a9995ec374a543053a),15,فستان مطرز ,Dress Embroidery ,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0bee995ec374a5430627),3,ثوب أطفال,Thobe Child,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0c14995ec374a54306ff),6,ثوب أطفال,Thobe Child,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0c2e995ec374a5430770),2,ثوب أطفال,Thobe Child,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0cee995ec374a543084f),12,عباية أطفال,Abayah Child,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0d0d995ec374a5430927),15,عباية أطفال,Abayah Child,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0dd0995ec374a5430999),2,فستان أطفال,Baby Frock,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0f76995ec374a5430a78),500,فستان زواج كبير,Dress Wedding (Large),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e0fe4995ec374a5430ae9),250,فستان زواج متوسط,Dress Wedding (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e100a995ec374a5430b5a),100,(فستان زواج (متوسط,Dress Wedding (Medium),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1044995ec374a5430c39),250,(فستان زواج (كبير,Dress Wedding (Large),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e108f995ec374a5430d18),200,(فستان زفاف ثقيل( 3قطع,Dress Wedding Heavy ( 3 Pieces),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e10b3995ec374a5430df7),300,(فستان زفاف ثقيل( 3قطع,Dress Wedding Heavy ( 3 Pieces),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1111995ec374a5430e68),300,فستان زفاف ثقيل ,Dress Wedding Heavy,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e112a995ec374a5430ed9),200,فستان زفاف ثقيل ,Dress Wedding Heavy,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e11c1995ec374a5430fb8),150,(فستان زفاف ثقيل( 2قطع,DRESS WEDDING HEAVY (2 PIECES),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1233995ec374a5431097),250,(فستان زفاف ثقيل( 2قطع,DRESS WEDDING HEAVY (2 PIECES),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2e1318995ec374a5431108),10,مخدة ثقيلة,PILLOW (FEATHER),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2e1348995ec374a54311e0),4,مخدة صغيرة,PILLOW (small),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2e138b995ec374a54312b8),20,مخدة ثقيلة,PILLOW FEATHER,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2ebb42995ec374a543132f),15,حذاء رياضي,Sport shoes,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2eb996995ec374a543132e)
ObjectId(5d2ebc4e995ec374a54313a0),5.2,قفازات اليدين,Hand Gloves,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2ebc78995ec374a5431478),5.5,قفازات اليدين,Hand Gloves,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02b60bc479a701d6c754c)
ObjectId(5d2ebd58995ec374a54314ea),50,غطاء سيارة,Car Cover,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d2ebefc995ec374a543155b),3.3,طاقية رياضية,Cap sports,ObjectId(5e386580356b5248ec89b129),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d2ebf1a995ec374a5431633),3.5,طاقية رياضية,Cap sports,ObjectId(5bc45e35de51373d690b8228),ObjectId(5d2ebd0b995ec374a54314e9)
ObjectId(5d2f7830995ec374a54316a4),20,عباية خاصة,Abayah Silk / Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f786f995ec374a5431715),8,عباية خاصة,Abayah Silk / Special,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f8c13995ec374a54317f4),12,غطاء سرير,Bed Cover,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8c8a995ec374a5431865),30,غطاء سرير كبير,Bed Cover Large,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8ccf995ec374a54318d6),20,مفرش سرير صغير,Bedspread (small),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8d24995ec374a54319ae),20,غطاء سرير صغير,Bed Cover Small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8ef2995ec374a5431a1f),35,(انتشار السرير (إضافي كبير,BEDSPREAD (EXTRA LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8f69995ec374a5431a90),50,فرش سرير,BEDSPREAD (FEATHER),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f8fd1995ec374a5431b01),70,(فرش سرير (ريشة,BEDSPREAD LARGE (FEATHER),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9028995ec374a5431b72),50,مفرش سرسر خاص,Bedspread Large D/C Spl Pkg (Carton),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9092995ec374a5431be3),20,فرش سرير وسط,Bedspread (Medium),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9122995ec374a5431c54),60,(فرش سرير (خاص,BEDSPREAD LARGE D/C SPL PKG (CARTON) VIP,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f91a0995ec374a5431cc5),50,(فرش (خاص,Bedspread Special,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f91ff995ec374a5431d36),15,يشت صغير,Bisht Small,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02af1bc479a701d6c7549)
ObjectId(5d2f9241995ec374a5431da7),8,يشت صغير,Bisht Small,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc029febc479a701d6c7544)
ObjectId(5d2f930a995ec374a5431e86),35,بطانية إضافي كبير,BLANKET (EXTRA LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f9370995ec374a5431ef7),20,(بطانية(وسط,Blanket Medium,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f93d5995ec374a5431f68),50,(بطانية(خاصة,Blanket Special Pkg (Carton),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f9409995ec374a5431fd9),60,بطانية خاصة,BLANKET SPECIAL PKG (CARTON) - VIP,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02ad2bc479a701d6c7548)
ObjectId(5d2f94af995ec374a543204a),12,بلوزة كبير,BLOUSE (LARGE),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f94d6995ec374a5432122),15,بلوزة كبير,BLOUSE (LARGE),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9501995ec374a5432193),6,بلوزة كبير,BLOUSE (LARGE),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9551995ec374a5432272),10,بلوزة وسط,BLOUSE (MEDIUM),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f956e995ec374a543234a),12,بلوزة وسط,BLOUSE (MEDIUM),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f958b995ec374a54323bb),5,بلوزة وسط,BLOUSE (MEDIUM),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f95e1995ec374a543249a),15,بلوزة  كريستال ثقيل,BLOUSE CRYSTAL (HEAVY),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f95f8995ec374a5432579),30,بلوزة  كريستال ثقيل,BLOUSE CRYSTAL (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f95ff995ec374a54325ea),30,بلوزة  كريستال ثقيل,BLOUSE CRYSTAL (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f966f995ec374a543265b),25,بلوزة  كريستال ثقيل,BLOUSE CRYSTAL (HEAVY),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f96b2995ec374a5432733),15,بلوزة مطرز,BLOUSE EMBROIDERY,ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f96cd995ec374a543280b),20,بلوزة مطرز,BLOUSE EMBROIDERY,ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f96ea995ec374a543287c),8,بلوزة مطرز,BLOUSE EMBROIDERY,ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f9731995ec374a543295b),10,بلوزة مطرز ثقيل,BLOUSE EMBROIDERY (HEAVY),ObjectId(5bc45d22de51373d690b8226),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f97a0995ec374a5432a3a),25,بلوزة مطرز ثقيل,BLOUSE EMBROIDERY (HEAVY),ObjectId(5bc45e35de51373d690b8228),ObjectId(5cc02a1fbc479a701d6c7545)
ObjectId(5d2f97bb995ec374a5432aab),20,بلوزة مطرز ثقيل,BLOUSE EMBROIDERY (HEAVY),ObjectId(5e386580356b5248ec89b129),ObjectId(5cc02a1fbc479a701d6c7545)
